village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label
KA150062,Karnataka,15,18.20117,74.85654,618,0.6991,1.0759,0.3768,47.15,0.0818,0.1007,0.0189,82.0,92.9,13.06,0.5621,0.5339,-0.00565,1,0,55.9,85.2,0,low
KA100063,Karnataka,10,15.07075,75.0644,1241,1.0778,0.9865,-0.0913,-7.75,0.0395,0.0591,0.0196,98.8,110.1,11.35,0.3292,0.2677,-0.01231,0,0,15.5,92.5,1,low
KA100064,Karnataka,10,17.37984,77.92813,1270,2.2859,4.0576,1.7717,74.26,-0.202,-0.1628,0.0392,58.9,87.4,47.47,0.5463,0.6874,0.02821,1,2,21.0,34.5,0,medium
KA130065,Karnataka,13,13.30204,74.57424,898,2.3907,3.29,0.8992,36.1,-0.0292,0.021,0.0501,85.3,118.0,37.96,0.6533,0.7931,0.02796,1,0,19.6,33.2,0,medium
KA150066,Karnataka,15,14.13314,76.79529,677,1.2939,1.2751,-0.0188,-1.35,0.0266,0.0271,0.0006,110.7,111.1,0.31,0.4765,0.5237,0.00943,1,1,35.9,67.5,0,low
KA250067,Karnataka,25,15.66245,76.40048,3035,0.6762,1.095,0.4188,53.95,0.1362,0.1442,0.008,151.4,154.1,1.76,0.2974,0.2138,-0.01672,1,2,55.5,75.8,0,low
KA060068,Karnataka,6,13.82438,74.90345,578,2.4386,4.3419,1.9033,74.97,-0.0955,-0.054,0.0416,115.5,135.5,17.18,0.2872,0.3384,0.01024,0,2,25.1,31.7,0,medium
KA260069,Karnataka,26,15.45033,75.44985,523,0.4532,0.5678,0.1146,20.71,0.1371,0.1293,-0.0078,72.6,70.3,-3.07,0.3576,0.3807,0.00462,1,1,37.7,95.7,1,low
KA210070,Karnataka,21,12.3621,74.80225,1094,0.6269,0.5729,-0.054,-7.43,-0.1023,-0.0906,0.0117,65.2,73.9,13.13,0.2131,0.2474,0.00685,1,0,41.3,96.0,0,low
KA220071,Karnataka,22,12.43449,75.52367,259,0.8934,0.8124,-0.081,-8.15,0.0715,0.0664,-0.0051,166.0,163.6,-1.4,0.4592,0.4644,0.00105,0,2,33.5,75.1,0,low
KA040072,Karnataka,4,15.10713,74.66121,1258,0.8541,1.1971,0.343,35.95,-0.1582,-0.1488,0.0094,74.9,78.1,4.23,0.5607,0.5566,-0.00082,0,0,20.8,68.1,0,low
KA130073,Karnataka,13,14.61694,75.69343,908,1.0948,1.3226,0.2278,19.07,0.067,0.0795,0.0125,132.8,136.3,2.59,0.5238,0.4961,-0.00554,1,0,49.5,94.7,0,low
KA150074,Karnataka,15,14.93496,77.22606,1514,0.6446,1.1215,0.4769,64.06,-0.1139,-0.1062,0.0078,40.4,43.7,7.83,0.5206,0.4426,-0.01561,1,1,25.5,62.9,0,low
KA100075,Karnataka,10,14.05487,76.33889,1315,0.686,0.9888,0.3028,38.53,-0.2177,-0.2142,0.0034,40.8,42.1,3.1,0.2554,0.1686,-0.01736,1,0,46.1,62.6,1,low
KA110076,Karnataka,11,17.99722,77.19763,1459,2.9483,3.3466,0.3982,13.06,-0.095,-0.0842,0.0108,76.1,80.2,5.34,0.5579,0.6481,0.01804,1,2,27.5,64.5,0,medium
KA290077,Karnataka,29,15.71535,76.60091,1714,0.9567,1.1413,0.1846,17.47,0.1422,0.1522,0.01,124.4,129.0,3.73,0.4147,0.3813,-0.00668,0,2,53.6,69.8,0,low
KA280078,Karnataka,28,16.84419,75.26336,377,0.9323,1.3714,0.4391,42.54,0.0599,0.0508,-0.0091,145.9,140.9,-3.41,0.5176,0.4404,-0.01544,0,0,21.5,62.0,1,low
KA160079,Karnataka,16,14.31946,75.70826,269,0.6629,0.6051,-0.0578,-7.57,-0.2068,-0.2033,0.0035,54.6,56.4,3.14,0.6835,0.6846,0.00021,0,0,37.4,88.2,0,low
KA170080,Karnataka,17,12.76792,76.88362,1231,0.6468,0.6829,0.0361,4.84,-0.2404,-0.2427,-0.0022,25.6,24.9,-2.56,0.6186,0.6605,0.00838,1,1,37.8,88.3,0,low
KA160081,Karnataka,16,12.3477,76.16213,677,0.7736,1.1592,0.3857,44.15,-0.2576,-0.2397,0.0179,25.9,34.7,32.73,0.5409,0.4542,-0.01733,1,0,41.4,97.7,0,low
KA060082,Karnataka,6,18.25219,74.94401,675,0.7018,0.9672,0.2654,33.1,-0.1949,-0.2028,-0.0079,89.5,85.8,-4.12,0.6571,0.6655,0.00167,1,1,30.5,84.1,0,low
KA020083,Karnataka,2,12.70382,74.66788,466,0.8257,0.7773,-0.0484,-5.23,-0.1338,-0.1304,0.0034,96.2,98.7,2.53,0.4618,0.4033,-0.01171,0,2,30.6,95.9,0,low
KA280084,Karnataka,28,13.41251,77.75869,5558,2.0899,2.9368,0.8469,38.67,-0.1304,-0.114,0.0164,103.4,115.3,11.35,0.6963,0.7166,0.00407,0,0,10.2,41.0,1,medium
KA080085,Karnataka,8,16.9131,78.17589,200,0.4744,0.9459,0.4715,82.08,0.1864,0.1795,-0.0069,84.0,80.9,-3.6,0.619,0.5401,-0.01578,1,2,22.8,71.4,0,low
KA200086,Karnataka,20,17.63436,74.99387,1549,0.4729,0.526,0.0531,9.27,-0.2964,-0.2768,0.0196,46.1,60.6,30.84,0.4559,0.4072,-0.00975,0,0,31.0,74.9,0,low
KA160087,Karnataka,16,17.35897,78.4229,1484,0.5027,0.8969,0.3942,65.4,0.0092,0.0237,0.0145,62.7,71.7,14.23,0.3996,0.4244,0.00496,1,2,35.6,63.2,0,low
KA240088,Karnataka,24,14.31566,77.81971,1020,10.0391,18.0265,7.9874,78.78,-0.122,0.0493,0.1713,57.8,121.3,108.21,0.4466,0.6279,0.03626,1,2,7.7,26.7,1,high
KA250089,Karnataka,25,17.98622,77.43063,494,0.7709,1.1068,0.3359,38.57,0.0059,0.0051,-0.0008,68.4,68.0,-0.52,0.5084,0.537,0.00573,0,2,52.4,66.5,0,low
KA080090,Karnataka,8,15.73982,78.15783,1772,3.7899,4.0912,0.3013,7.75,0.1485,0.1602,0.0117,177.3,184.5,4.03,0.6272,0.6308,0.00073,0,2,28.1,60.7,1,medium
KA070091,Karnataka,7,11.88241,74.79543,517,1.5079,1.9221,0.4143,25.77,0.0501,0.0474,-0.0026,130.0,128.0,-1.49,0.4156,0.4088,-0.00135,0,1,56.5,71.7,0,low
KA260092,Karnataka,26,18.04507,78.05897,1034,2.2158,2.9201,0.7042,30.41,-0.1718,-0.1361,0.0357,42.9,58.6,35.7,0.6982,0.8186,0.02409,1,1,21.1,39.1,1,medium
KA040093,Karnataka,4,12.28492,76.73854,702,3.3606,4.9626,1.602,46.29,0.1066,0.1347,0.0282,85.7,104.5,21.62,0.4307,0.5354,0.02093,1,2,15.3,34.4,0,medium
KA030094,Karnataka,3,14.03107,75.39322,570,0.8723,1.1027,0.2304,23.69,0.0383,0.0453,0.007,68.7,72.6,5.71,0.5339,0.4784,-0.0111,1,1,25.0,57.1,0,low
KA070095,Karnataka,7,12.75068,76.60296,1168,2.5708,3.9893,1.4185,53.11,-0.106,-0.0868,0.0192,54.9,62.1,12.93,0.6804,0.8124,0.0264,1,0,14.0,62.2,1,medium
KA290096,Karnataka,29,13.53633,77.41223,217,0.6687,0.5892,-0.0795,-10.34,-0.0907,-0.0824,0.0083,41.0,44.3,8.05,0.4113,0.3194,-0.01839,0,1,26.4,95.6,1,low
KA020097,Karnataka,2,11.98651,74.50215,426,0.6274,0.9057,0.2783,38.25,-0.0736,-0.0618,0.0118,68.2,75.5,10.64,0.2944,0.3072,0.00256,1,1,35.6,62.5,0,low
KA150098,Karnataka,15,14.50997,78.22172,624,0.5478,0.6797,0.1319,20.36,0.1116,0.1189,0.0072,81.6,86.4,5.78,0.2534,0.2298,-0.00473,0,0,42.9,75.2,1,low
KA140099,Karnataka,14,18.33164,78.27039,2569,2.5947,4.2161,1.6214,60.17,-0.142,-0.109,0.0329,47.9,69.6,44.38,0.6534,0.7584,0.02102,1,1,15.4,49.0,1,medium
KA190100,Karnataka,19,12.65978,75.10304,1348,1.1974,1.196,-0.0013,-0.1,0.0913,0.0878,-0.0035,59.2,58.0,-2.1,0.3922,0.4222,0.00601,1,2,42.7,73.5,0,low
KA240101,Karnataka,24,11.65483,76.01553,550,8.0477,13.3373,5.2896,64.92,0.0201,0.1,0.0799,62.3,103.8,65.66,0.3341,0.5131,0.0358,1,2,11.1,16.5,1,high
KA040102,Karnataka,4,17.80057,75.35905,797,3.2699,4.6134,1.3435,39.87,-0.0563,-0.0439,0.0123,110.9,118.8,7.0,0.2763,0.3265,0.01004,1,0,12.0,38.9,1,medium
KA270103,Karnataka,27,16.22541,77.0154,200,0.6827,0.5958,-0.0869,-11.1,0.0945,0.0881,-0.0064,144.9,141.6,-2.29,0.5822,0.5815,-0.00013,1,1,55.7,74.5,0,low
KA140104,Karnataka,14,17.38419,76.50732,1444,5.9189,14.5396,8.6208,143.23,0.1988,0.2657,0.0669,69.6,100.3,43.46,0.3391,0.5722,0.04663,0,1,8.2,37.1,1,high
KA080105,Karnataka,8,12.81537,75.78252,1398,0.9496,1.1989,0.2493,23.75,-0.0541,-0.053,0.0011,78.7,79.0,0.4,0.3854,0.4187,0.00666,0,1,56.9,81.5,0,low
KA240106,Karnataka,24,14.66766,77.8399,1426,7.1658,14.5092,7.3434,101.07,-0.2312,-0.1141,0.1172,51.6,117.0,124.31,0.4202,0.5877,0.03351,1,2,12.8,35.1,1,high
KA090107,Karnataka,9,14.19709,74.98271,2694,2.3069,2.6662,0.3593,14.93,-0.0828,-0.0301,0.0527,40.4,62.0,52.25,0.3265,0.3881,0.01233,0,2,15.5,61.3,1,medium
KA200108,Karnataka,20,15.99259,77.07793,708,0.9072,0.8681,-0.0391,-3.88,-0.0511,-0.0573,-0.0062,51.8,48.0,-7.35,0.6862,0.6996,0.00267,0,1,42.3,84.1,0,low
KA240109,Karnataka,24,17.80465,74.21547,246,1.0865,1.2691,0.1826,15.39,-0.1461,-0.1332,0.0128,38.0,45.6,19.53,0.4344,0.3442,-0.01804,0,0,56.5,60.4,0,low
KA030110,Karnataka,3,13.11593,74.27301,267,0.7126,0.6627,-0.0499,-6.14,-0.0577,-0.061,-0.0033,121.3,119.2,-1.73,0.3006,0.3053,0.00092,1,1,33.8,63.8,1,low
KA220111,Karnataka,22,14.21089,76.53023,1454,2.0631,3.8011,1.738,80.35,-0.0508,0.0026,0.0533,69.7,92.1,31.71,0.3518,0.397,0.00903,1,2,9.6,59.2,1,medium
KA170112,Karnataka,17,16.61402,77.11699,882,2.3247,3.6273,1.3026,53.72,-0.0155,0.0016,0.0172,104.8,115.1,9.8,0.241,0.2704,0.00587,1,2,29.1,37.6,1,medium
KA050113,Karnataka,5,13.40643,75.12549,3888,3.4323,5.3132,1.8809,53.25,-0.1857,-0.162,0.0237,26.5,43.1,60.36,0.2361,0.269,0.00659,1,2,25.8,57.2,1,medium
KA090114,Karnataka,9,16.97119,74.57347,511,0.789,0.8602,0.0712,8.01,-0.1897,-0.1973,-0.0076,88.0,84.6,-3.89,0.5597,0.5834,0.00475,1,1,23.9,79.2,1,low
KA040115,Karnataka,4,15.99603,77.48603,239,0.5359,0.4506,-0.0854,-13.42,-0.1245,-0.1211,0.0035,36.9,39.4,6.75,0.5539,0.5954,0.00829,1,1,27.4,55.9,0,low
KA130116,Karnataka,13,17.44478,74.35041,3946,8.5926,17.4681,8.8755,102.1,-0.0115,0.0657,0.0772,95.1,142.0,48.87,0.5344,0.6853,0.03017,1,0,10.1,20.8,1,high
KA260117,Karnataka,26,13.00367,74.43856,223,1.1511,1.3901,0.239,19.11,-0.2827,-0.2882,-0.0055,63.1,60.7,-3.86,0.5282,0.4737,-0.0109,1,0,53.9,83.4,1,low
KA240118,Karnataka,24,15.2255,75.61298,1413,1.7637,2.1695,0.4057,21.77,0.0521,0.0521,-0.0,56.8,56.8,-0.01,0.5601,0.5209,-0.00784,0,1,35.8,98.0,0,low
KA210119,Karnataka,21,13.84388,74.45069,906,0.7378,1.1535,0.4157,49.62,0.1428,0.1358,-0.007,165.7,162.0,-2.28,0.4778,0.5166,0.00775,0,0,56.8,85.2,1,low
KA020120,Karnataka,2,12.36104,78.11734,6039,3.7799,4.1506,0.3707,9.55,0.0904,0.1044,0.014,128.9,136.4,5.76,0.5608,0.6654,0.02093,1,1,16.9,57.3,1,medium
KA290121,Karnataka,29,12.10032,75.72582,2144,10.0642,17.7413,7.6771,75.53,-0.027,0.1155,0.1425,132.6,215.7,62.22,0.6146,0.9,0.05942,1,2,4.6,13.0,1,high
KA240122,Karnataka,24,17.6122,74.83219,496,0.6458,0.9005,0.2546,34.14,-0.2715,-0.2703,0.0012,42.2,42.6,1.07,0.3737,0.3596,-0.00282,1,0,16.3,91.4,0,low
KA020123,Karnataka,2,18.29493,75.56762,240,0.498,0.5387,0.0407,6.81,-0.0491,-0.0341,0.015,117.1,124.0,5.82,0.5328,0.4934,-0.00787,1,0,58.6,93.3,0,low
KA220124,Karnataka,22,17.18418,75.71027,496,2.6909,3.848,1.1571,41.46,-0.0578,-0.0398,0.018,101.8,112.0,9.89,0.5697,0.7089,0.02784,1,2,22.2,60.3,0,medium
KA050125,Karnataka,5,16.2849,78.17816,333,1.3123,1.3744,0.0621,4.4,-0.1698,-0.168,0.0018,77.0,77.7,0.84,0.2905,0.3115,0.00421,1,1,15.9,86.0,0,low
KA170126,Karnataka,17,13.45469,75.32184,459,0.9495,1.4361,0.4866,46.37,0.0857,0.0844,-0.0013,113.3,112.7,-0.52,0.6793,0.6416,-0.00754,1,2,55.0,90.8,1,low
KA050127,Karnataka,5,14.22718,76.09858,457,0.8482,1.0613,0.2131,22.47,-0.0167,0.0007,0.0174,143.3,152.6,6.42,0.658,0.5804,-0.01552,0,0,57.9,74.5,0,low
KA270128,Karnataka,27,16.87283,77.40761,200,1.2681,1.5914,0.3233,23.63,-0.2801,-0.278,0.0021,21.2,22.7,6.47,0.2372,0.2103,-0.00538,1,1,38.5,96.2,0,low
KA180129,Karnataka,18,14.28619,75.0399,1001,0.43,0.4007,-0.0292,-5.52,-0.2928,-0.2784,0.0144,58.6,65.7,11.9,0.4334,0.3965,-0.00738,1,1,57.3,76.1,0,low
KA250130,Karnataka,25,18.31379,77.90433,679,0.8553,1.1259,0.2706,28.32,-0.1897,-0.1962,-0.0066,84.5,79.8,-5.51,0.6681,0.7134,0.00906,1,1,57.1,64.1,1,low
KA250131,Karnataka,25,17.85185,78.28978,1671,0.3855,0.415,0.0295,6.07,-0.298,-0.2884,0.0095,33.8,39.3,15.71,0.5196,0.4742,-0.00908,1,2,53.9,65.6,0,low
KA290132,Karnataka,29,13.00927,77.32363,2575,2.4802,4.1692,1.6891,65.46,-0.1064,-0.0705,0.0359,43.7,57.3,30.32,0.5495,0.639,0.0179,0,2,9.9,67.5,1,medium
KA160133,Karnataka,16,15.34639,74.70609,229,0.6896,0.7753,0.0858,10.86,-0.1818,-0.1741,0.0078,94.3,98.1,3.97,0.6995,0.6672,-0.00646,0,0,28.3,86.6,0,low
KA280134,Karnataka,28,15.64351,74.02188,2032,2.7392,4.1946,1.4554,51.26,0.0694,0.0805,0.0111,78.8,86.3,9.45,0.5723,0.6698,0.01951,1,2,18.3,38.7,1,medium
KA290135,Karnataka,29,17.24829,78.03544,1102,12.143,15.623,3.48,28.42,-0.1536,-0.0723,0.0813,92.9,118.3,27.02,0.619,0.8102,0.03824,1,0,15.6,45.0,0,high
KA070136,Karnataka,7,15.88334,75.22362,729,3.0801,3.5712,0.4911,15.44,0.062,0.0985,0.0365,57.8,72.8,25.63,0.2188,0.3353,0.02331,1,1,11.8,34.5,1,medium
KA100137,Karnataka,10,13.72531,76.09552,1546,0.6436,1.0244,0.3809,51.22,0.0568,0.0636,0.0069,135.3,137.3,1.44,0.6258,0.6025,-0.00466,0,0,22.9,81.2,0,low
KA140138,Karnataka,14,16.71249,77.2551,1247,0.9169,1.2244,0.3075,30.24,-0.2426,-0.2252,0.0174,37.7,47.9,26.26,0.2047,0.2094,0.00093,0,2,37.2,94.1,1,low
KA240139,Karnataka,24,14.66827,77.36108,403,0.6636,0.6874,0.0238,3.11,0.0179,0.0203,0.0024,79.7,80.9,1.48,0.5683,0.594,0.00513,0,2,40.8,83.4,1,low
KA170140,Karnataka,17,15.0486,77.47116,1270,2.27,2.8959,0.6259,26.41,0.06,0.1045,0.0445,150.4,175.1,16.32,0.4884,0.4946,0.00124,1,1,13.2,62.6,0,medium
KA150141,Karnataka,15,14.93634,78.37524,2210,10.3699,19.5217,9.1518,87.41,0.1891,0.3456,0.1565,52.2,129.1,144.49,0.3725,0.5236,0.03022,1,2,16.7,31.0,1,high
KA030142,Karnataka,3,14.30414,76.37633,2002,0.6661,0.6711,0.005,0.65,-0.029,-0.0169,0.0121,105.0,110.7,5.39,0.6109,0.6094,-0.00029,1,1,49.4,78.4,0,low
KA120143,Karnataka,12,15.59197,76.56984,2479,2.0582,3.1554,1.0972,50.84,0.1713,0.2242,0.0529,184.4,211.8,14.8,0.3431,0.3915,0.00968,1,0,14.3,37.4,1,medium
KA160144,Karnataka,16,12.36796,77.4554,645,0.4307,0.63,0.1993,37.56,-0.0629,-0.0499,0.013,122.2,129.5,5.97,0.2119,0.1896,-0.00446,1,2,40.8,56.3,0,low
KA070145,Karnataka,7,16.4804,76.23406,3253,2.9137,3.3672,0.4535,15.05,-0.0813,-0.0499,0.0314,39.4,49.6,25.02,0.4767,0.512,0.00705,1,0,24.5,63.9,1,medium
KA130146,Karnataka,13,17.81947,74.68444,461,2.8792,3.7255,0.8463,28.41,-0.2093,-0.1625,0.0468,52.3,72.6,38.28,0.6296,0.6663,0.00734,1,2,22.9,55.1,1,medium
KA120147,Karnataka,12,15.50151,76.74797,200,0.5166,0.5363,0.0197,3.2,0.0735,0.0655,-0.008,56.0,50.9,-8.94,0.493,0.4959,0.00058,1,1,30.1,74.1,1,low
KA170148,Karnataka,17,17.8546,78.30811,542,3.5468,4.2222,0.6754,18.52,-0.1778,-0.1557,0.0222,36.7,48.8,32.22,0.5248,0.6153,0.01809,0,1,24.7,62.9,1,medium
KA290149,Karnataka,29,15.58557,76.51855,1121,9.5977,14.7755,5.1778,53.39,-0.0724,0.0572,0.1296,43.4,134.7,205.34,0.48,0.7263,0.04925,1,2,10.7,16.2,1,high
KA290150,Karnataka,29,17.57748,75.20372,328,1.4287,1.8108,0.3822,25.0,-0.096,-0.0832,0.0128,85.4,92.0,7.73,0.3977,0.4384,0.00813,0,1,55.5,56.5,1,low
KA230151,Karnataka,23,14.6414,75.12687,1084,0.5024,0.5966,0.0943,15.65,0.088,0.0787,-0.0094,146.3,139.5,-4.59,0.3456,0.2794,-0.01324,1,0,36.2,94.0,0,low
KA230152,Karnataka,23,17.78748,74.31089,1073,7.3709,15.4508,8.0798,108.15,-0.093,-0.0142,0.0789,86.8,145.7,67.03,0.5987,0.7977,0.03979,1,2,3.2,17.0,1,high
KA100153,Karnataka,10,12.50985,75.52526,200,0.683,0.6465,-0.0365,-4.67,0.1083,0.1253,0.0169,139.5,151.7,8.72,0.255,0.1972,-0.01158,1,2,45.5,96.2,0,low
KA120154,Karnataka,12,12.46837,75.22816,726,1.109,1.5789,0.47,38.87,-0.0049,-0.0061,-0.0012,84.1,83.4,-0.79,0.3008,0.2056,-0.01902,1,1,30.4,76.2,0,low
KA190155,Karnataka,19,15.83569,75.92001,653,6.3646,15.2254,8.8608,137.07,-0.2522,-0.1044,0.1478,73.4,176.4,138.56,0.5581,0.7831,0.04501,1,2,17.7,27.7,1,high
KA240156,Karnataka,24,17.93096,77.45619,470,0.5498,0.862,0.3122,48.05,-0.1392,-0.1262,0.013,43.5,51.7,18.32,0.4139,0.3151,-0.01976,1,2,39.8,83.6,0,low
KA280157,Karnataka,28,13.58097,76.80101,958,2.6949,4.1164,1.4215,50.86,-0.1701,-0.132,0.0381,43.6,68.2,55.02,0.6214,0.649,0.00553,1,0,26.4,50.0,1,medium
KA240158,Karnataka,24,12.9564,77.77509,700,3.2356,4.2366,1.0009,30.01,-0.2039,-0.1515,0.0524,88.5,126.9,42.91,0.4654,0.5341,0.01375,1,2,20.3,33.7,1,medium
KA080159,Karnataka,8,12.40298,75.40276,278,2.1418,2.5462,0.4044,18.04,-0.2575,-0.2049,0.0526,29.3,56.4,89.38,0.3777,0.3978,0.00402,0,2,9.8,55.8,1,medium
KA240160,Karnataka,24,13.11681,74.47463,439,2.1517,3.9633,1.8116,80.46,-0.1926,-0.1604,0.0322,31.8,42.5,32.74,0.5709,0.5977,0.00537,1,2,12.4,63.1,1,medium
KA070161,Karnataka,7,15.66576,75.70936,606,0.5261,0.4653,-0.0608,-9.72,0.1999,0.2052,0.0053,64.2,67.5,4.97,0.4214,0.3481,-0.01467,1,1,28.6,81.8,0,low
KA260162,Karnataka,26,13.21358,74.04026,1078,7.4813,18.8461,11.3648,149.91,-0.1155,-0.0146,0.1009,94.9,138.4,45.28,0.3639,0.6315,0.05351,1,1,3.1,14.8,1,high
KA220163,Karnataka,22,12.27355,74.05666,689,0.8012,1.0096,0.2084,23.12,-0.0526,-0.0416,0.0111,97.0,103.9,7.14,0.5255,0.5005,-0.00501,0,0,27.9,55.6,1,low
KA240164,Karnataka,24,13.17342,76.91046,599,0.576,0.9725,0.3966,58.67,-0.1697,-0.1686,0.0012,38.7,39.4,1.95,0.5707,0.4725,-0.01964,0,0,59.7,66.4,0,low
KA150165,Karnataka,15,18.16512,75.42798,1954,3.4045,5.2973,1.8928,54.01,-0.0596,-0.0242,0.0355,103.4,113.7,9.78,0.5202,0.5842,0.01281,0,2,20.7,67.4,1,medium
KA210166,Karnataka,21,17.93034,75.98471,1104,0.8418,0.8788,0.037,3.93,-0.1006,-0.0863,0.0143,44.9,50.3,11.7,0.3995,0.4283,0.00577,1,0,33.9,85.0,1,low
KA260167,Karnataka,26,17.33991,75.80463,861,2.3372,3.5399,1.2027,49.35,0.0792,0.101,0.0218,113.0,127.8,12.96,0.2414,0.2885,0.00942,1,0,26.9,67.7,1,medium
KA230168,Karnataka,23,16.36309,74.74092,1805,0.5844,0.4909,-0.0936,-13.67,-0.2976,-0.2817,0.0159,51.6,56.5,9.41,0.2565,0.2679,0.00227,1,0,28.6,78.7,0,low
KA030169,Karnataka,3,15.91262,74.69417,1079,2.9362,4.3135,1.3773,45.36,0.1716,0.1995,0.0279,154.9,173.6,12.01,0.3289,0.3667,0.00756,1,1,13.0,61.4,1,medium
KA030170,Karnataka,3,17.62893,76.87119,457,0.6819,0.6824,0.0004,0.05,-0.2351,-0.2302,0.0049,74.1,77.4,4.41,0.4968,0.5134,0.00333,1,0,21.7,94.9,1,low
KA110171,Karnataka,11,15.75228,75.62873,402,0.8379,1.3014,0.4636,49.43,-0.084,-0.0843,-0.0003,78.5,78.3,-0.22,0.3438,0.3727,0.00579,0,1,56.5,65.2,0,low
KA230172,Karnataka,23,15.43982,75.20005,967,6.1466,9.4937,3.3471,53.58,-0.0805,0.0265,0.107,86.0,115.0,33.37,0.6145,0.8773,0.05256,1,2,11.1,30.8,1,high
KA280173,Karnataka,28,17.3633,75.87802,2678,2.2906,4.0729,1.7823,74.55,-0.0801,-0.0486,0.0316,63.4,80.9,27.07,0.2429,0.2436,0.00014,1,0,29.7,55.9,0,medium
KA020174,Karnataka,2,12.40523,77.17394,704,0.3834,0.3641,-0.0193,-4.0,0.0832,0.0829,-0.0003,151.4,151.2,-0.11,0.6205,0.6193,-0.00025,0,1,18.5,80.1,0,low
KA270175,Karnataka,27,15.2283,78.45126,398,0.6654,0.5851,-0.0803,-10.49,0.1015,0.1081,0.0067,81.3,84.7,4.09,0.2725,0.2897,0.00343,1,0,53.1,94.8,0,low
KA030176,Karnataka,3,16.01889,74.07028,451,1.1199,1.517,0.397,32.55,-0.1736,-0.1697,0.0039,51.1,53.3,4.24,0.3267,0.2578,-0.01379,1,1,47.0,98.9,1,low
KA220177,Karnataka,22,12.49339,75.05336,1762,2.385,3.2743,0.8893,35.79,-0.1728,-0.1143,0.0585,66.7,109.2,62.87,0.4106,0.4269,0.00326,1,0,9.5,53.2,1,medium
KA020178,Karnataka,2,17.86765,77.76124,5034,0.8217,0.8333,0.0116,1.25,0.0863,0.0856,-0.0008,72.2,71.7,-0.74,0.3865,0.3338,-0.01054,1,2,22.6,94.4,0,low
KA020179,Karnataka,2,17.7853,75.46427,2591,7.1296,18.3823,11.2527,155.65,0.0906,0.2013,0.1107,93.1,148.7,59.14,0.2061,0.4422,0.04721,1,2,12.7,12.0,1,high
KA200180,Karnataka,20,11.77023,75.90059,1136,8.3139,18.1509,9.837,116.91,-0.15,-0.0715,0.0785,55.3,102.9,84.39,0.3522,0.6349,0.05653,1,2,12.8,27.9,1,high
KA180181,Karnataka,18,16.88351,77.2499,9210,2.2199,2.9848,0.7648,32.97,0.119,0.1479,0.0289,134.0,147.7,10.17,0.3849,0.5281,0.02864,1,0,28.0,42.0,1,medium
KA050182,Karnataka,5,13.89441,76.13955,492,0.7513,1.0345,0.2832,33.27,0.1222,0.1175,-0.0047,60.6,57.3,-5.3,0.4448,0.4259,-0.00378,1,1,46.6,82.3,1,low
KA220183,Karnataka,22,17.75125,75.82992,1962,10.1418,13.5737,3.4319,33.51,-0.067,0.1109,0.1779,73.7,202.6,172.54,0.2464,0.48,0.04671,1,2,8.7,33.3,1,high
KA140184,Karnataka,14,15.7796,76.31518,462,0.8654,1.0655,0.2001,20.73,-0.0651,-0.069,-0.0039,64.6,63.2,-2.11,0.2712,0.3033,0.00642,1,0,46.1,97.0,0,low
KA010185,Karnataka,1,17.69906,77.084,982,1.2443,1.5609,0.3166,23.55,-0.2547,-0.2511,0.0036,52.8,54.0,2.23,0.671,0.6096,-0.01228,0,1,16.9,66.6,0,low
KA180186,Karnataka,18,14.26331,77.66838,402,0.8674,1.1366,0.2693,27.83,-0.1491,-0.1461,0.003,67.2,69.4,3.26,0.3223,0.3388,0.00332,0,2,50.1,65.7,0,low
KA210187,Karnataka,21,16.68361,75.37881,219,2.6529,3.0315,0.3786,13.75,0.1674,0.2008,0.0334,188.7,203.1,7.59,0.5877,0.724,0.02727,1,2,9.9,58.3,1,medium
KA130188,Karnataka,13,17.74719,77.08426,219,0.4891,0.4395,-0.0496,-8.42,-0.2077,-0.1999,0.0078,64.5,67.7,4.91,0.4288,0.3859,-0.00858,0,0,59.4,58.1,1,low
KA210189,Karnataka,21,12.94544,75.58131,1216,0.6834,0.9552,0.2717,34.68,-0.2633,-0.2475,0.0158,22.2,30.8,36.89,0.3433,0.2471,-0.01925,1,0,36.7,72.3,0,low
KA170190,Karnataka,17,17.2323,77.01078,227,0.6998,0.9963,0.2965,37.07,-0.0963,-0.0881,0.0082,45.6,49.8,9.15,0.3898,0.4174,0.00552,0,1,27.0,85.7,1,low
KA020191,Karnataka,2,15.87246,75.70889,421,1.0198,1.0629,0.0432,3.86,-0.1725,-0.1798,-0.0072,64.5,60.7,-5.81,0.5439,0.5805,0.00732,1,2,19.3,81.2,0,low
KA250192,Karnataka,25,16.34408,74.90718,2044,0.3794,0.4005,0.0211,4.4,0.0877,0.1045,0.0168,54.4,65.1,19.16,0.4403,0.3716,-0.01374,1,1,26.1,84.8,1,low
KA230193,Karnataka,23,13.82596,77.15877,1289,0.8241,1.2573,0.4332,46.88,-0.0527,-0.0485,0.0042,74.8,76.5,2.16,0.4887,0.4707,-0.0036,1,2,47.7,70.6,1,low
